repository,stars,url,total_bugs,bugs_per_class,total_java_files,total_loc,total_classes,total_methods,avg_wmc,avg_cbo,avg_rfc,avg_dit,avg_noc,avg_wmc_method,avg_loc_method,avg_loops,avg_comparisons,code_duplication_percent,maintainability_index,ck_output_dir,analysis_time_seconds,analysis_date
spring-projects/spring-data-neo4j,855,https://github.com/spring-projects/spring-data-neo4j,0,0.0,851,74472,1735,7246,5.63,6.37,8.23,1.41,0.06,1.35,5.82,0.02,0.14,10.8,0,temp_repos\ck_output_spring-projects_spring-data-neo4j,28.94,2025-11-17T18:51:35.752354
risesoft-y9/WorkFlow-Engine,853,https://github.com/risesoft-y9/WorkFlow-Engine,0,0.0,1177,94081,1249,6971,10.83,7.73,12.15,1.1,0.05,1.94,8.19,0.13,0.22,8.93,0,temp_repos\ck_output_risesoft-y9_WorkFlow-Engine,43.21,2025-11-17T18:52:04.697485
826148267/cjml_server,851,https://github.com/826148267/cjml_server,0,0.0,234,8995,210,828,5.36,5.45,7.33,1.04,0.0,1.36,5.62,0.06,0.07,8.42,0,temp_repos\ck_output_826148267_cjml_server,14.83,2025-11-17T18:52:47.905735
mrdear/JavaWEB,845,https://github.com/mrdear/JavaWEB,0,0.0,194,10643,235,1196,8.52,3.86,7.56,1.08,0.03,1.67,6.63,0.07,0.18,13.15,0,temp_repos\ck_output_mrdear_JavaWEB,10.35,2025-11-17T18:53:02.757470
liyupi/yu-picture,845,https://github.com/liyupi/yu-picture,0,0.0,284,10599,292,629,4.7,5.77,7.55,1.14,0.07,2.18,8.66,0.04,0.58,5.33,0,temp_repos\ck_output_liyupi_yu-picture,9.78,2025-11-17T18:53:13.088685
JustCoding-Hai/subtlechat,837,https://github.com/JustCoding-Hai/subtlechat,0,0.0,66,2543,72,371,6.08,5.06,6.58,1.08,0.0,1.18,4.04,0.01,0.05,5.71,0,temp_repos\ck_output_JustCoding-Hai_subtlechat,4.6,2025-11-17T18:53:27.106882
kingschan1204/istock,833,https://github.com/kingschan1204/istock,0,0.0,96,5264,108,294,6.73,6.69,11.77,1.25,0.12,2.47,10.89,0.2,0.53,8.71,0,temp_repos\ck_output_kingschan1204_istock,6.05,2025-11-17T18:53:31.704500
mtcarpenter/mall-cloud-alibaba,833,https://github.com/mtcarpenter/mall-cloud-alibaba,0,0.0,717,106072,774,14664,20.3,3.93,4.83,1.24,0.03,1.07,3.91,0.01,0.04,7.38,0,temp_repos\ck_output_mtcarpenter_mall-cloud-alibaba,21.52,2025-11-17T18:53:37.755794
moduliths/moduliths,827,https://github.com/moduliths/moduliths,0,0.0,171,7339,283,774,3.5,4.78,8.05,1.14,0.06,1.28,4.78,0.02,0.06,12.82,0,temp_repos\ck_output_moduliths_moduliths,7.17,2025-11-17T18:54:00.902434
intsmaze/flink-boot,823,https://github.com/intsmaze/flink-boot,0,0.0,109,3391,114,394,4.48,3.95,7.08,1.43,0.24,1.3,5.59,0.08,0.08,7.8,0,temp_repos\ck_output_intsmaze_flink-boot,7.32,2025-11-17T18:54:08.071236
Blazebit/blaze-persistence,817,https://github.com/Blazebit/blaze-persistence,0,0.0,5123,358646,6014,35498,10.56,6.97,8.19,1.52,0.19,1.79,6.59,0.1,0.3,11.53,0,temp_repos\ck_output_Blazebit_blaze-persistence,122.39,2025-11-17T18:54:17.516305
eventuate-local/eventuate-local,815,https://github.com/eventuate-local/eventuate-local,6,0.021,291,8043,290,998,4.2,5.91,5.45,1.55,0.19,1.22,4.28,0.02,0.06,11.58,0,temp_repos\ck_output_eventuate-local_eventuate-local,12.56,2025-11-17T18:56:19.904814
funtl/spring-cloud-alibaba-my-shop,806,https://github.com/funtl/spring-cloud-alibaba-my-shop,0,0.0,77,2619,80,444,6.09,4.53,2.09,1.11,0.05,1.1,3.5,0.02,0.03,12.99,0,temp_repos\ck_output_funtl_spring-cloud-alibaba-my-shop,6.24,2025-11-17T18:56:32.469362
nacos-group/nacos-spring-boot-project,797,https://github.com/nacos-group/nacos-spring-boot-project,8,0.091,74,3465,88,314,5.43,6.5,6.84,1.25,0.02,1.51,5.68,0.07,0.12,13.6,0,temp_repos\ck_output_nacos-group_nacos-spring-boot-project,6.1,2025-11-17T18:56:38.714124
huanzi-qch/springBoot,797,https://github.com/huanzi-qch/springBoot,0,0.0,287,11238,331,774,4.36,5.24,5.53,1.15,0.04,1.86,7.99,0.15,0.18,10.56,0,temp_repos\ck_output_huanzi-qch_springBoot,13.56,2025-11-17T18:56:44.812582
mingyang66/spring-parent,794,https://github.com/mingyang66/spring-parent,0,0.0,586,21473,589,2263,5.68,4.35,7.38,1.09,0.02,1.48,6.04,0.05,0.1,12.38,0,temp_repos\ck_output_mingyang66_spring-parent,19.95,2025-11-17T18:56:58.373876
lianggzone/springboot-action,792,https://github.com/lianggzone/springboot-action,0,0.0,97,2288,95,231,2.77,4.32,2.82,1.04,0.0,1.14,4.42,0.01,0.04,6.95,3.81,temp_repos\ck_output_lianggzone_springboot-action,5.86,2025-11-17T18:57:18.324669
xiaou61/U-space,788,https://github.com/xiaou61/U-space,1,0.001,682,35623,734,3334,8.73,5.83,8.0,1.02,0.01,1.92,6.48,0.05,0.33,10.29,0,temp_repos\ck_output_xiaou61_U-space,20.15,2025-11-17T18:57:24.184247
spring-projects/spring-shell,787,https://github.com/spring-projects/spring-shell,0,0.0,535,36215,963,3951,6.62,4.32,6.98,1.38,0.11,1.61,6.3,0.07,0.19,6.41,0,temp_repos\ck_output_spring-projects_spring-shell,17.7,2025-11-17T18:57:44.331512
nacos-group/nacos-spring-project,766,https://github.com/nacos-group/nacos-spring-project,11,0.05,143,10211,218,972,6.71,6.0,7.48,1.41,0.15,1.5,5.98,0.07,0.16,14.06,0,temp_repos\ck_output_nacos-group_nacos-spring-project,9.52,2025-11-17T19:00:31.169213
alibaba/alibaba-rsocket-broker,761,https://github.com/alibaba/alibaba-rsocket-broker,1,0.003,342,18071,352,2073,9.29,6.8,11.61,1.2,0.06,1.58,5.76,0.05,0.2,6.21,0,temp_repos\ck_output_alibaba_alibaba-rsocket-broker,14.15,2025-11-17T19:00:42.562507
WeBankFinTech/Qualitis,758,https://github.com/WeBankFinTech/Qualitis,0,0.0,1256,113584,1295,14723,17.52,6.38,13.12,1.14,0.04,1.54,5.56,0.06,0.13,10.47,0,temp_repos\ck_output_WeBankFinTech_Qualitis,42.82,2025-11-17T19:00:56.710132
pig-mesh/deepseek4j,750,https://github.com/pig-mesh/deepseek4j,5,0.03,105,6543,168,907,6.58,6.41,4.34,1.15,0.1,1.22,4.49,0.0,0.13,13.78,0,temp_repos\ck_output_pig-mesh_deepseek4j,6.69,2025-11-17T19:01:39.532364
krasa/StringManipulation,745,https://github.com/krasa/StringManipulation,8,0.016,305,21751,507,2080,8.46,4.41,8.7,2.04,0.2,2.06,8.27,0.16,0.32,6.83,0,temp_repos\ck_output_krasa_StringManipulation,12.51,2025-11-17T19:01:50.178799
java-up-up/damai,744,https://github.com/java-up-up/damai,0,0.0,563,24650,607,2008,5.95,5.21,6.81,1.21,0.05,1.8,6.91,0.11,0.19,10.22,0,temp_repos\ck_output_java-up-up_damai,18.63,2025-11-17T19:02:02.695355
chaokunyang/microservices-event-sourcing,742,https://github.com/chaokunyang/microservices-event-sourcing,0,0.0,111,3905,112,492,4.94,4.99,3.35,1.23,0.13,1.12,3.52,0.0,0.09,13.27,0,temp_repos\ck_output_chaokunyang_microservices-event-sourcing,6.31,2025-11-17T19:02:21.331353
1Panel-dev/CloudExplorer,741,https://github.com/1Panel-dev/CloudExplorer,0,0.0,2969,153022,4071,20394,6.53,5.25,5.33,1.36,0.1,1.3,4.1,0.03,0.08,14.53,0,temp_repos\ck_output_1Panel-dev_CloudExplorer,73.45,2025-11-17T19:02:27.646677
JamesZBL/FS-Blog,740,https://github.com/JamesZBL/FS-Blog,0,0.0,71,2302,71,281,4.87,5.27,3.44,1.15,0.11,1.23,3.68,0.02,0.15,8.24,1.28,temp_repos\ck_output_JamesZBL_FS-Blog,7.4,2025-11-17T19:03:41.096510
spring-cloud/spring-cloud-commons,736,https://github.com/spring-cloud/spring-cloud-commons,131,0.137,504,33208,954,3401,4.98,5.76,6.58,1.23,0.05,1.4,5.7,0.05,0.13,9.63,0,temp_repos\ck_output_spring-cloud_spring-cloud-commons,19.37,2025-11-17T19:03:48.496312
spring-cloud/spring-cloud-contract,723,https://github.com/spring-cloud/spring-cloud-contract,384,0.447,666,39921,859,5061,8.84,5.48,9.83,1.19,0.07,1.5,5.3,0.03,0.17,9.56,0,temp_repos\ck_output_spring-cloud_spring-cloud-contract,26.31,2025-11-17T19:04:12.556501
abel533/guns,722,https://github.com/abel533/guns,0,0.0,193,10906,208,1407,11.81,4.57,8.16,1.32,0.24,1.75,5.85,0.11,0.23,10.62,0,temp_repos\ck_output_abel533_guns,11.01,2025-11-17T19:04:38.871662
chenjiabing666/JavaFamily,719,https://github.com/chenjiabing666/JavaFamily,0,0.0,60,2536,59,325,8.71,4.85,7.93,1.08,0.0,1.58,4.79,0.04,0.17,8.08,0,temp_repos\ck_output_chenjiabing666_JavaFamily,6.55,2025-11-17T19:04:49.886843
maventalker/simplemall,719,https://github.com/maventalker/simplemall,0,0.0,107,11883,145,2555,18.85,3.97,4.99,1.16,0.0,1.07,3.96,0.0,0.05,7.46,0,temp_repos\ck_output_maventalker_simplemall,7.69,2025-11-17T19:04:56.437176
naturalprogrammer/spring-lemon,713,https://github.com/naturalprogrammer/spring-lemon,0,0.0,155,7694,164,623,4.57,7.98,10.93,1.51,0.2,1.2,5.2,0.01,0.08,10.81,0,temp_repos\ck_output_naturalprogrammer_spring-lemon,8.12,2025-11-17T19:05:04.125442
vaadin/flow,713,https://github.com/vaadin/flow,1995,0.335,3513,310656,5950,26782,6.6,5.25,9.85,1.99,0.18,1.46,7.18,0.04,0.16,10.78,0,temp_repos\ck_output_vaadin_flow,103.12,2025-11-17T19:05:12.251021
netease-im/camellia,712,https://github.com/netease-im/camellia,45,0.018,1554,172147,2450,17040,12.58,4.6,9.52,1.16,0.06,1.81,7.44,0.11,0.34,9.21,0,temp_repos\ck_output_netease-im_camellia,50.3,2025-11-17T19:06:55.369156
spring-attic/spring-cloud-gcp,710,https://github.com/spring-attic/spring-cloud-gcp,23,0.024,744,48849,966,4443,6.22,7.07,10.24,1.21,0.04,1.35,5.9,0.02,0.17,8.09,0,temp_repos\ck_output_spring-attic_spring-cloud-gcp,27.96,2025-11-17T19:07:47.970780
yuanrw/IM,709,https://github.com/yuanrw/IM,0,0.0,116,9194,160,1101,12.03,6.27,10.59,1.32,0.09,1.75,5.85,0.01,0.32,13.21,0,temp_repos\ck_output_yuanrw_IM,7.83,2025-11-17T19:08:15.932016
advantageous/qbit,707,https://github.com/advantageous/qbit,10,0.01,624,52242,985,6239,9.76,4.41,9.72,1.11,0.04,1.54,6.24,0.06,0.27,6.89,0,temp_repos\ck_output_advantageous_qbit,20.58,2025-11-17T19:08:30.828326
Urunov/SpringBoot-Projects-FullStack,706,https://github.com/Urunov/SpringBoot-Projects-FullStack,0,0.0,938,26843,762,1876,2.91,4.45,3.57,1.13,0.01,1.18,4.2,0.02,0.06,9.49,0,temp_repos\ck_output_Urunov_SpringBoot-Projects-FullStack,54.6,2025-11-17T19:08:51.405760
soumyadip007/Java-JavaFx-Swing-Projects-Desktop-Application-GUI-Software,706,https://github.com/soumyadip007/Java-JavaFx-Swing-Projects-Desktop-Application-GUI-Software,0,0.0,69,8879,215,265,2.27,1.43,6.08,1.77,0.0,1.84,26.81,0.06,0.29,11.84,0,temp_repos\ck_output_soumyadip007_Java-JavaFx-Swing-Projects-Desktop-Application-GUI-Software,6.19,2025-11-17T19:09:46.009971
joshlong/cloud-native-workshop,700,https://github.com/joshlong/cloud-native-workshop,0,0.0,82,2578,55,85,1.56,5.53,2.93,1.05,0.0,1.01,3.28,0.0,0.0,6.45,27.49,temp_repos\ck_output_joshlong_cloud-native-workshop,6.66,2025-11-17T19:09:52.196180
apache/karaf,699,https://github.com/apache/karaf,0,0.0,1630,129836,1933,10447,12.74,5.44,13.48,1.44,0.19,2.36,9.42,0.23,0.41,5.5,0,temp_repos\ck_output_apache_karaf,51.36,2025-11-17T19:09:58.852476
realpdai/tech-pdai-spring-demos,699,https://github.com/realpdai/tech-pdai-spring-demos,0,0.0,843,22947,817,2080,2.92,5.27,5.57,1.08,0.0,1.15,3.81,0.02,0.05,11.65,0,temp_repos\ck_output_realpdai_tech-pdai-spring-demos,22.88,2025-11-17T19:10:50.210976
dromara/easy-query,694,https://github.com/dromara/easy-query,1,0.0,3638,217575,3657,21787,8.69,7.47,8.48,1.41,0.1,1.46,7.01,0.06,0.12,11.79,0,temp_repos\ck_output_dromara_easy-query,81.98,2025-11-17T19:11:17.487253
spring-attic/spring-roo,693,https://github.com/spring-attic/spring-roo,0,0.0,1077,108644,1138,8545,16.94,7.53,16.52,1.39,0.11,2.26,8.49,0.23,0.43,11.73,0,temp_repos\ck_output_spring-attic_spring-roo,32.52,2025-11-17T19:12:39.471583
spring-projects-experimental/spring-boot-thin-launcher,690,https://github.com/spring-projects-experimental/spring-boot-thin-launcher,10,0.066,114,8983,152,747,9.72,5.78,13.19,1.24,0.08,1.98,8.14,0.13,0.3,7.41,0,temp_repos\ck_output_spring-projects-experimental_spring-boot-thin-launcher,7.62,2025-11-17T19:13:18.899372
liuyueyi/spring-boot-demo,689,https://github.com/liuyueyi/spring-boot-demo,0,0.0,1025,32819,1142,3107,3.68,4.37,5.53,1.12,0.0,1.35,6.06,0.07,0.09,7.1,0,temp_repos\ck_output_liuyueyi_spring-boot-demo,28.89,2025-11-17T19:13:26.520039
dromara/dax-pay,688,https://github.com/dromara/dax-pay,1,0.001,1110,40718,1153,2315,3.12,7.31,6.5,1.47,0.11,1.55,6.17,0.03,0.05,9.77,0,temp_repos\ck_output_dromara_dax-pay,26.37,2025-11-17T19:13:55.415119
risesoft-y9/DataFlow-Engine,688,https://github.com/risesoft-y9/DataFlow-Engine,2,0.002,1051,50435,1081,5400,9.45,4.79,8.12,1.28,0.11,1.89,6.55,0.13,0.28,5.47,0,temp_repos\ck_output_risesoft-y9_DataFlow-Engine,30.63,2025-11-17T19:14:21.788435
abixen/abixen-platform,684,https://github.com/abixen/abixen-platform,142,0.289,444,18204,491,1970,4.93,7.25,5.99,1.57,0.17,1.23,4.62,0.04,0.06,8.09,0,temp_repos\ck_output_abixen_abixen-platform,20.71,2025-11-17T19:14:52.418053
tkaczmarzyk/specification-arg-resolver,683,https://github.com/tkaczmarzyk/specification-arg-resolver,0,0.0,339,25534,658,2430,4.49,6.19,5.73,1.51,0.24,1.22,4.63,0.03,0.1,6.41,0,temp_repos\ck_output_tkaczmarzyk_specification-arg-resolver,14.7,2025-11-17T19:15:13.129019
newbee-ltd/newbee-mall-plus,675,https://github.com/newbee-ltd/newbee-mall-plus,0,0.0,130,7485,130,1124,13.02,5.56,9.31,1.08,0.01,1.51,4.65,0.04,0.16,10.2,0,temp_repos\ck_output_newbee-ltd_newbee-mall-plus,9.03,2025-11-17T19:15:27.831351
ilmila/J2EEScan,670,https://github.com/ilmila/J2EEScan,1,0.009,109,10601,113,214,8.99,10.27,20.04,1.01,0.0,4.75,22.3,0.8,0.68,7.8,0,temp_repos\ck_output_ilmila_J2EEScan,7.35,2025-11-17T19:15:36.865345
smart-cloud/smart-cloud,668,https://github.com/smart-cloud/smart-cloud,1,0.001,684,20085,711,1398,3.62,4.95,5.85,1.31,0.1,1.84,7.31,0.08,0.32,8.88,0,temp_repos\ck_output_smart-cloud_smart-cloud,23.15,2025-11-17T19:15:44.219398
fxllong/fisher,664,https://github.com/fxllong/fisher,0,0.0,215,6299,220,540,3.47,5.16,4.86,1.15,0.01,1.41,5.29,0.03,0.2,5.44,0,temp_repos\ck_output_fxllong_fisher,11.95,2025-11-17T19:16:13.234449
keets2012/Auth-service,660,https://github.com/keets2012/Auth-service,0,0.0,67,2607,73,311,5.48,5.05,6.26,1.19,0.03,1.29,4.79,0.03,0.15,5.75,0,temp_repos\ck_output_keets2012_Auth-service,5.14,2025-11-17T19:16:25.189403
la-team/light-admin,659,https://github.com/la-team/light-admin,55,0.127,359,14137,432,1946,5.76,6.31,6.64,1.44,0.22,1.28,4.37,0.05,0.07,5.93,0,temp_repos\ck_output_la-team_light-admin,15.29,2025-11-17T19:16:33.733107
liyupi/yuzi-generator,655,https://github.com/liyupi/yuzi-generator,0,0.0,143,4630,153,279,3.67,4.1,6.12,1.13,0.04,2.01,9.29,0.11,0.34,14.06,0,temp_repos\ck_output_liyupi_yuzi-generator,7.22,2025-11-17T19:16:49.024629
YiJiuSmile/kkFileViewOfficeEdit,654,https://github.com/YiJiuSmile/kkFileViewOfficeEdit,0,0.0,78,4507,94,418,8.33,5.04,9.99,1.18,0.07,1.87,8.38,0.11,0.21,13.14,0,temp_repos\ck_output_YiJiuSmile_kkFileViewOfficeEdit,21.17,2025-11-17T19:16:56.249730
yinjihuan/kitty,652,https://github.com/yinjihuan/kitty,0,0.0,155,9877,191,996,9.33,5.6,11.13,1.15,0.01,1.79,7.14,0.09,0.3,10.81,0,temp_repos\ck_output_yinjihuan_kitty,8.81,2025-11-17T19:17:17.417651
byronka/minum,652,https://github.com/byronka/minum,1,0.005,194,16362,200,1590,12.61,5.96,16.17,1.39,0.01,1.59,7.74,0.09,0.21,13.15,0,temp_repos\ck_output_byronka_minum,8.42,2025-11-17T19:17:26.223775
sunkaifei/FlyCms,651,https://github.com/sunkaifei/FlyCms,0,0.0,281,20203,285,1523,13.46,7.03,12.13,1.48,0.27,2.52,9.44,0.21,0.38,5.2,0,temp_repos\ck_output_sunkaifei_FlyCms,14.52,2025-11-17T19:17:34.642886
FastBootWeixin/FastBootWeixin,651,https://github.com/FastBootWeixin/FastBootWeixin,0,0.0,249,36838,717,4524,12.07,4.95,7.06,1.91,0.18,1.91,6.2,0.12,0.47,7.71,0,temp_repos\ck_output_FastBootWeixin_FastBootWeixin,12.29,2025-11-17T19:17:49.167138
redis/redis-om-spring,649,https://github.com/redis/redis-om-spring,55,0.054,917,64535,1016,5831,8.51,7.44,10.47,1.39,0.13,1.48,6.34,0.05,0.17,13.58,0,temp_repos\ck_output_redis_redis-om-spring,27.51,2025-11-17T19:18:01.454687
cassandre-tech/cassandre-trading-bot,649,https://github.com/cassandre-tech/cassandre-trading-bot,103,0.406,327,19389,254,763,4.71,9.54,15.65,2.22,0.47,1.57,11.57,0.01,0.29,13.63,0,temp_repos\ck_output_cassandre-tech_cassandre-trading-bot,12.35,2025-11-17T19:18:28.965602
youngyangyang04/RPC-Java,646,https://github.com/youngyangyang04/RPC-Java,0,0.0,364,10662,255,626,4.32,4.49,7.31,1.11,0.21,1.76,8.04,0.09,0.19,12.84,0,temp_repos\ck_output_youngyangyang04_RPC-Java,11.93,2025-11-17T19:18:41.315453
ch4mpy/spring-addons,645,https://github.com/ch4mpy/spring-addons,43,0.089,395,17250,482,1230,3.65,6.01,7.9,1.43,0.05,1.43,5.23,0.05,0.09,8.71,0,temp_repos\ck_output_ch4mpy_spring-addons,14.74,2025-11-17T19:18:53.246898
jmix-framework/jmix,645,https://github.com/jmix-framework/jmix,0,0.0,5981,411725,6295,43185,11.16,7.87,11.03,1.57,0.14,1.63,5.84,0.06,0.23,14.81,0,temp_repos\ck_output_jmix-framework_jmix,163.83,2025-11-17T19:19:07.991576
livelessons-spring/building-microservices,640,https://github.com/livelessons-spring/building-microservices,0,0.0,223,5689,220,526,2.59,5.05,3.95,1.11,0.0,1.08,4.04,0.01,0.04,8.32,0,temp_repos\ck_output_livelessons-spring_building-microservices,8.51,2025-11-17T19:21:56.788774
mergebase/log4j-detector,640,https://github.com/mergebase/log4j-detector,0,0.0,9,2616,19,117,42.11,1.89,15.42,1.32,0.0,6.84,23.16,0.49,1.67,9.63,0,temp_repos\ck_output_mergebase_log4j-detector,2.45,2025-11-17T19:22:05.301249
ESAPI/esapi-java-legacy,640,https://github.com/ESAPI/esapi-java-legacy,298,0.751,345,35893,397,3626,17.16,5.78,13.73,1.71,0.26,1.88,8.05,0.09,0.29,12.71,0,temp_repos\ck_output_ESAPI_esapi-java-legacy,14.66,2025-11-17T19:22:07.754905
elunez/eladmin-mp,638,https://github.com/elunez/eladmin-mp,6,0.025,235,11684,240,969,7.0,8.32,9.88,1.23,0.06,1.73,6.58,0.11,0.18,8.47,0,temp_repos\ck_output_elunez_eladmin-mp,10.15,2025-11-17T19:22:22.412031
line/line-bot-sdk-java,635,https://github.com/line/line-bot-sdk-java,14,0.05,513,21171,280,791,3.39,6.45,6.66,1.23,0.03,1.2,4.99,0.01,0.06,5.16,0,temp_repos\ck_output_line_line-bot-sdk-java,17.7,2025-11-17T19:22:32.566367
stateIs0/exp,634,https://github.com/stateIs0/exp,0,0.0,180,5902,208,448,4.31,4.23,6.55,1.13,0.03,2.0,7.55,0.18,0.29,6.44,0,temp_repos\ck_output_stateIs0_exp,7.96,2025-11-17T19:22:50.265500
fit2cloud/rackshift,630,https://github.com/fit2cloud/rackshift,10,0.013,525,53879,765,9219,15.71,4.21,8.72,1.22,0.09,1.3,4.86,0.03,0.08,13.27,0,temp_repos\ck_output_fit2cloud_rackshift,19.12,2025-11-17T19:22:58.229035
wimdeblauwe/htmx-spring-boot,628,https://github.com/wimdeblauwe/htmx-spring-boot,1,0.02,49,3335,51,439,10.67,5.67,7.71,1.39,0.0,1.24,4.35,0.0,0.16,5.67,0,temp_repos\ck_output_wimdeblauwe_htmx-spring-boot,5.01,2025-11-17T19:23:17.347808
sevdokimov/log-viewer,627,https://github.com/sevdokimov/log-viewer,2,0.005,343,25375,444,2124,10.29,5.93,12.04,1.45,0.29,2.15,8.57,0.13,0.42,6.88,0,temp_repos\ck_output_sevdokimov_log-viewer,14.49,2025-11-17T19:23:25.224081
automvc/bee,626,https://github.com/automvc/bee,0,0.0,156,3689,128,1053,8.51,1.37,1.05,1.64,0.16,1.03,2.04,0.0,0.02,9.88,0,temp_repos\ck_output_automvc_bee,8.02,2025-11-17T19:23:41.765287
Sunagatov/Iced-Latte,625,https://github.com/Sunagatov/Iced-Latte,22,0.079,282,11841,280,672,3.49,7.81,8.77,1.44,0.02,1.46,6.9,0.01,0.19,11.72,0,temp_repos\ck_output_Sunagatov_Iced-Latte,11.31,2025-11-17T19:23:52.189417
mohamed-taman/Springy-Store-Microservices,618,https://github.com/mohamed-taman/Springy-Store-Microservices,5,0.059,86,3442,85,249,3.88,6.65,7.91,1.18,0.0,1.33,5.52,0.0,0.13,12.92,0,temp_repos\ck_output_mohamed-taman_Springy-Store-Microservices,6.47,2025-11-17T19:24:05.956007
tony2y/RuoYi-flowable,613,https://github.com/tony2y/RuoYi-flowable,0,0.0,317,23938,325,2436,13.34,6.08,12.46,1.54,0.22,1.78,5.81,0.1,0.17,9.62,0,temp_repos\ck_output_tony2y_RuoYi-flowable,13.44,2025-11-17T19:24:12.431356
danielliao11/spring-microservice-boilerplate,612,https://github.com/danielliao11/spring-microservice-boilerplate,0,0.0,140,4666,111,364,5.49,7.25,7.5,1.28,0.06,1.67,5.95,0.03,0.24,12.72,0,temp_repos\ck_output_danielliao11_spring-microservice-boilerplate,6.97,2025-11-17T19:24:25.874495
pnoker/iot-dc3,609,https://github.com/pnoker/iot-dc3,0,0.0,1021,39016,1072,3345,5.19,5.93,5.84,1.39,0.12,1.66,6.03,0.06,0.14,10.31,0,temp_repos\ck_output_pnoker_iot-dc3,25.47,2025-11-17T19:24:32.844458
codingxin/OnlineSchoolShop,608,https://github.com/codingxin/OnlineSchoolShop,0,0.0,166,16945,210,2605,14.21,4.7,4.96,1.15,0.18,1.15,4.02,0.02,0.09,6.79,0,temp_repos\ck_output_codingxin_OnlineSchoolShop,7.24,2025-11-17T19:24:58.315614
annabergite/abg-rpc,601,https://github.com/annabergite/abg-rpc,0,0.0,251,20803,295,1897,13.46,5.86,12.39,1.24,0.04,2.09,8.01,0.15,0.42,9.45,0,temp_repos\ck_output_annabergite_abg-rpc,8.0,2025-11-17T19:25:07.166978
KouShenhai/KCloud-Platform-IoT,596,https://github.com/KouShenhai/KCloud-Platform-IoT,0,0.0,1409,39829,1492,3295,2.88,5.15,5.11,1.28,0.05,1.3,5.16,0.02,0.03,5.37,0,temp_repos\ck_output_KouShenhai_KCloud-Platform-IoT,38.11,2025-11-17T19:25:15.168324
puniverse/comsat,595,https://github.com/puniverse/comsat,14,0.009,312,38447,1497,5093,4.27,2.45,4.41,1.15,0.04,1.25,6.27,0.03,0.08,11.5,0,temp_repos\ck_output_puniverse_comsat,16.71,2025-11-17T19:25:53.283596
silently9527/coupons,593,https://github.com/silently9527/coupons,0,0.0,125,3768,126,257,3.08,6.07,6.33,1.28,0.13,1.51,6.67,0.03,0.19,14.0,0,temp_repos\ck_output_silently9527_coupons,7.33,2025-11-17T19:26:09.994138
AlicanAkkus/Modular-Architecture-Hexagonal-Demo-Project,592,https://github.com/AlicanAkkus/Modular-Architecture-Hexagonal-Demo-Project,0,0.0,201,5311,206,407,2.27,5.59,5.88,1.37,0.23,1.15,4.19,0.0,0.01,5.67,0,temp_repos\ck_output_AlicanAkkus_Modular-Architecture-Hexagonal-Demo-Project,7.77,2025-11-17T19:26:17.325184
mybatis/jpetstore-6,591,https://github.com/mybatis/jpetstore-6,1,0.023,42,3040,43,387,9.98,5.51,15.33,1.09,0.09,1.11,5.76,0.01,0.06,11.39,0,temp_repos\ck_output_mybatis_jpetstore-6,4.48,2025-11-17T19:26:25.100341
spring-attic/spring-cloud-aws,590,https://github.com/spring-attic/spring-cloud-aws,0,0.0,394,27168,638,2354,4.93,6.25,8.73,1.24,0.08,1.34,6.74,0.04,0.1,14.79,0,temp_repos\ck_output_spring-attic_spring-cloud-aws,13.97,2025-11-17T19:26:31.370372
devoxx/DevoxxGenieIDEAPlugin,590,https://github.com/devoxx/DevoxxGenieIDEAPlugin,82,0.141,464,35088,581,2602,9.36,5.82,14.36,1.55,0.1,2.09,9.24,0.06,0.36,7.72,0,temp_repos\ck_output_devoxx_DevoxxGenieIDEAPlugin,16.54,2025-11-17T19:26:45.340471
apache/incubator-kie-kogito-runtimes,586,https://github.com/apache/incubator-kie-kogito-runtimes,2,0.0,3818,234368,4431,23655,8.24,6.23,11.16,1.43,0.17,1.54,6.15,0.05,0.22,5.98,0,temp_repos\ck_output_apache_incubator-kie-kogito-runtimes,119.79,2025-11-17T19:27:01.876812
seed4j/seed4j,585,https://github.com/seed4j/seed4j,0,0.0,1289,58734,1313,5018,4.09,5.77,10.32,1.11,0.02,1.07,3.93,0.0,0.02,10.75,0,temp_repos\ck_output_seed4j_seed4j,38.99,2025-11-17T19:29:01.664586
weizhiqiang1995/erp-pro,583,https://github.com/weizhiqiang1995/erp-pro,0,0.0,4011,193509,4066,12381,5.45,6.85,9.09,1.35,0.02,1.79,7.51,0.09,0.15,5.47,0,temp_repos\ck_output_weizhiqiang1995_erp-pro,97.44,2025-11-17T19:29:44.326790
megaease/easeagent,582,https://github.com/megaease/easeagent,2,0.001,1215,69005,1747,7499,6.28,5.62,8.85,1.33,0.09,1.46,5.96,0.05,0.15,9.41,0,temp_repos\ck_output_megaease_easeagent,37.99,2025-11-17T19:31:21.766881
springdoc/springdoc-openapi-demos,581,https://github.com/springdoc/springdoc-openapi-demos,1,0.007,141,5560,151,736,5.56,5.95,5.83,1.07,0.01,1.14,3.92,0.01,0.08,10.17,0,temp_repos\ck_output_springdoc_springdoc-openapi-demos,8.0,2025-11-17T19:31:59.758433
aizhimou/pigeon-pod,581,https://github.com/aizhimou/pigeon-pod,0,0.0,76,4972,78,361,10.22,7.6,14.24,1.14,0.03,2.21,8.25,0.1,0.4,8.71,0,temp_repos\ck_output_aizhimou_pigeon-pod,6.63,2025-11-17T19:32:07.755350
